0,title,selfmark,PlainTitle,subject,year,name,cities,countries,continent
74460669,Wonderful escape & apprehension of Dan O'Connell - L.C.Fol.74(159),L.C.Fol.74(159),Wonderful escape & apprehension of Dan O'Connell,humour,1834,"['George Briden', 'Lords Com', 'William Barrie']","March, London, Glasgow, George, Lennox","['United Kingdom', 'United States', 'South Africa']","['Africa', 'Europe', 'North America']"
74460727,"Wonder of wonders, or the speech of a child born near Edinburgh - APS.4.96.36",APS.4.96.36,"Wonder of wonders, or the speech of a child born near Edinburgh",politics,1770,[],"Edinburgh, March, London",['United Kingdom'],['Europe']
74460771,"This is to acquaint the public that lately arrived in this town from Beverley, the very celebrated Dr. Puff Stuff Sham Quirko Ye-Trick - L.C.1268(5)",L.C.1268(5),"This is to acquaint the public that lately arrived in this town from Beverley, the very celebrated Dr. Puff Stuff Sham Quirko Ye-Trick",,,"['Paramandelang Rattskiammum', 'Li Laokum']","University, Pekin","['China', 'United States', 'Turkey', 'Egypt']","['Africa', 'Asia', 'North America']"
74460881,Wonder of wonders - APS.4.87.45,APS.4.87.45,Wonder of wonders,,,['Lauchland Mackintosh'],"Holland, Man, Green, Inverness, Providence, Amsterdam","['United States', 'United Kingdom', ""Côte d'Ivoire""]","['Africa', 'Europe', 'North America']"
74460883,"True and correct account of that most wonderful child only 11 months old, which weighs between 9 and 10 stone, with a description of his length, thickness, and appearance, what diet he takes, &c. - L.C.1268(10)",L.C.1268(10),"True and correct account of that most wonderful child only 11 months old, which weighs between 9 and 10 stone, with a description of his length, thickness, and appearance, what diet he takes, &c.",,,['O Lord'],Glasgow,['United Kingdom'],['Europe']
74458959,Excellent new ballad concerning a bridegroom and his bride - RB.l.106(95),RB.l.106(95),Excellent new ballad concerning a bridegroom and his bride,,,['Isobel Davie'],Man,"[""Côte d'Ivoire""]",['Africa']
74458984,"Dialogue between ald John M'clatchy, and young Willie Ha, about the marriage of his daughter Maggy M'clatchy - RB.l.262(102)",RB.l.262(102),"Dialogue between ald John M'clatchy, and young Willie Ha, about the marriage of his daughter Maggy M'clatchy",,,"[""John M'clatchy"", ""Maggy M'clatchy"", 'Ann Maggy', 'Twa Piitols Charg', 'Ann Cromie', 'Is Sanny Wiljon']",Man,"[""Côte d'Ivoire""]",['Africa']
74459025,"Wedding song upon the famous tincklarian doctor William Mitchel, and Ann Stewart - Ry.III.c.36(88)",Ry.III.c.36(88),"Wedding song upon the famous tincklarian doctor William Mitchel, and Ann Stewart",,,"['William Mitchel', 'Placards Emitted', 'Naked Breast', 'Large Fardingales', 'Publick Invitation', 'Nis Wisdom']","Man, Of","['Turkey', ""Côte d'Ivoire""]","['Africa', 'Asia']"
74459027,Woman is the torment of Man - L.C.fol.178A.2(027),L.C.fol.178A.2(027),Woman is the torment of Man,,,[],Glasgow,"['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74459028,Woman is the torment of man - L.C.Fol.70(006),L.C.Fol.70(006),Woman is the torment of man,,,[],Glasgow,"['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74459043,Advice to married women - RB.m.168(1),RB.m.168(1),Advice to married women,,,[],Of,['Turkey'],['Asia']
74459137,Clean hearthstane - L.C.Fol.70(18b)L.C.Fol.70(036),L.C.Fol.70(18b)L.C.Fol.70(036),Clean hearthstane,,,"['Bonnie Scotland Home Rule Bill', 'Coal Jock', 'Half Past Ten', 'Cold Water']","Lucknow, Dundee, Man, Of","['Turkey', ""Côte d'Ivoire"", 'India', 'South Africa']","['Africa', 'Asia']"
74459141,Cocky-bendie's wedding o - L.C.Fol.70(59a)L.C.Fol.70(109),L.C.Fol.70(59a)L.C.Fol.70(109),Cocky-bendie's wedding o,,,['Says Cocky'],Airdrie,['United Kingdom'],['Europe']
74459183,Fareweel tae Scotland for I'm awa to Fife - L.C.Fol.70(203),L.C.Fol.70(203),Fareweel tae Scotland for I'm awa to Fife,,,[],Dundee,['South Africa'],['Africa']
74459185,Fine big woman - L.C.Fol.70(096),L.C.Fol.70(096),Fine big woman,,,[],Dundee,"['South Africa', 'Ireland']","['Europe', 'Africa']"
74459194,Fourteen bob - L.C.Fol.70(108),L.C.Fol.70(108),Fourteen bob,,,[],Tak,['Thailand'],['Asia']
74459205,Give me the girl that's tender and true - L.C.Fol.70(206),L.C.Fol.70(206),Give me the girl that's tender and true,,,[],,[],[]
74459238,I canna leave the auld folk - L.C.Fol.70(052),L.C.Fol.70(052),I canna leave the auld folk,,,[],,[],[]
74459270,John and his wife on using tea - L.C.fol.178A.2(026),L.C.fol.178A.2(026),John and his wife on using tea,,,"['Old Nick', 'Fancy Cards', 'Society Articles']",Glasgow,"['Spain', 'United Kingdom']",['Europe']
74459271,John and Tibbie's dispute - L.C.Fol.70(209),L.C.Fol.70(209),John and Tibbie's dispute,,,[],,[],[]
74459272,"John Anderson, my jo - L.C.Fol.70(030)",L.C.Fol.70(030),"John Anderson, my jo",,,['John Anderson'],Dundee,['South Africa'],['Africa']
74459287,Labouring woman - L.C.fol.178A.2(058),L.C.fol.178A.2(058),Labouring woman,,,[],Glasgow,"['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74459345,My ain fireside - L.C.Fol.70(264),L.C.Fol.70(264),My ain fireside,,,[],,[],[]
74459349,"My bonnie Meg, my jo - L.C.Fol.178A.2(105)/L.C.fol.178A.2(105)",L.C.Fol.178A.2(105)/L.C.fol.178A.2(105),"My bonnie Meg, my jo",,,[],,[],[]
74459354,My lovely lowland Caroline - L.C.Fol.70(008),L.C.Fol.70(008),My lovely lowland Caroline,,,['Lowland Caroline'],Glasgow,['United Kingdom'],['Europe']
74459355,My Maggie she can wash - L.C.Fol.70(197),L.C.Fol.70(197),My Maggie she can wash,ballad,1880-1900,[],,[],[]
74459356,My Nancy - L.C.1269(297),L.C.1269(297),My Nancy,ballad,1870,"['Jim Bauldie', 'Hankie Pankie', 'Uncle Joe Nanny']","Bridgeton, Nancy, Young","['France', 'United States', 'Uruguay', 'United Kingdom', 'Germany']","['South America', 'Europe', 'North America']"
74459373,"Now, we will get married, we’ve got nothing else to do - L.C.Fol.178A.2(055)",L.C.Fol.178A.2(055),"Now, we will get married, we’ve got nothing else to do",,,[],,[],[]
74459382,One pound two - L.C.Fol.178A.2(052),L.C.Fol.178A.2(052),One pound two,,,[],Glasgow,['United Kingdom'],['Europe']
74459383,One pound two - RB.m.169(058),RB.m.169(058),One pound two,ballad,1850-1860,[],Glasgow,['United Kingdom'],['Europe']
74459384,Oor Maggie's got a bairn - L.C.Fol.70(055),L.C.Fol.70(055),Oor Maggie's got a bairn,,,[],"Dundee, Man","['South Africa', ""Côte d'Ivoire""]",['Africa']
74459453,Struggle for the breeches - L.C.Fol.70(45a)/L.C.fol.178A.2(247),L.C.Fol.70(45a)/L.C.fol.178A.2(247),Struggle for the breeches,,,[],,[],[]
74459527,Contented wife and her satisfied husband - L.C.Fol.70(138a)/L.C.Fol.70(254),L.C.Fol.70(138a)/L.C.Fol.70(254),Contented wife and her satisfied husband,,,[],,[],[]
74459570,Gambler's wife - RB.m.143(140),RB.m.143(140),Gambler's wife,ballad,1866,"['Sarah Bell', 'Duncan Gray']","Glasgow, Venice","['United Kingdom', 'United States']","['Europe', 'North America']"
74459574,Golden glove - L.C.fol.178A.2(035),L.C.fol.178A.2(035),Golden glove,,,"['Song Books', 'Fancy Cards']",Tamworth,['United Kingdom'],['Europe']
74459576,Gossiping wife - L.C.fol.178A.2(025),L.C.fol.178A.2(025),Gossiping wife,,,"['Fancy Cards', 'Society Articles']","Glasgow, Of","['Turkey', 'United Kingdom']","['Europe', 'Asia']"
74459644,One pound two - L.C.1270(07),L.C.1270(07),One pound two,,,[],Pen,['India'],['Asia']
74459648,Oul' bog hole - L.C.fol.178A.2(067),L.C.fol.178A.2(067),Oul' bog hole,,,"['Barney Magee', 'Holy Murther']","Mary, Arrah","[""Côte d'Ivoire"", 'Turkmenistan']","['Africa', 'Asia']"
74459677,Sea captain - APS.4.86.3,APS.4.86.3,Sea captain,ballad,1820-,[],,[],[]
74459684,Ship carpenter's wife - L.C.fol.178A.2(119),L.C.fol.178A.2(119),Ship carpenter's wife,,,[],,[],[]
74459703,Tid is on me now - L.C.Fol.178A.2(048),L.C.Fol.178A.2(048),Tid is on me now,,,['Wholesale Stationer'],,[],[]
74459704,Tinker's wedding - L.C.Fol.70(259),L.C.Fol.70(259),Tinker's wedding,,,"[""Madge M'Kell"", 'Blythe Comus']","Wedding, Shetland","['Germany', 'United Kingdom']",['Europe']
74459715,Wedding song of Gibbie and Marjorie - Ry.III.c.36(106),Ry.III.c.36(106),Wedding song of Gibbie and Marjorie,ballad,1718,['Eight Score'],"Edinburgh, Man","[""Côte d'Ivoire"", 'United Kingdom']","['Europe', 'Africa']"
74459720,Wife's dream - L.C.Fol.178A.2(42)/L.C.Fol.178A.2(042),L.C.Fol.178A.2(42)/L.C.Fol.178A.2(042),Wife's dream,,,[],"Mary, Glasgow","['Turkmenistan', 'United Kingdom']","['Europe', 'Asia']"
74459734,'Tis hard to give the hand where the heart can never be - L.C.Fol.70(155),L.C.Fol.70(155),'Tis hard to give the hand where the heart can never be,,,"['Brave Highlandmen', 'Married Hannah', 'Coal Jock']","Man, Of","['Turkey', ""Côte d'Ivoire""]","['Africa', 'Asia']"
74459752,"Watty and Meg, or The wife reformed - RB.m.143(002)",RB.m.143(002),"Watty and Meg, or The wife reformed",ballad,1790-1810,"['Mungo Blne', 'Jock Jabos', 'Maggy Laid', 'Meg I—and', 'O Watty', 'Bessy Miller']",Brak,['Libya'],['Africa']
74459754,Wedding song - Ry.III.a.10(90),Ry.III.a.10(90),Wedding song,,,"['Edinburgh Town', 'Makes Young Pigs', 'Poudred Porck', 'Magie Hepburne']","Holland, Bear, Cork","['United States', 'Ireland']","['Europe', 'North America']"
74459776,Woman's pride - RB.m.169(243),RB.m.169(243),Woman's pride,ballad,1830-1850,['Mclntosh Pirnter'],,[],[]
74459783,"Excellent new song much in request, intituled, My wife shall have her will - RB.l.106(74)",RB.l.106(74),"Excellent new song much in request, intituled, My wife shall have her will",,,"['Rich Cakes', 'Wifea Gossoping']",Man,"[""Côte d'Ivoire""]",['Africa']
74459791,Man that is married' and 'The little gypsy girl - L.C.Fol.70(103),L.C.Fol.70(103),Man that is married' and 'The little gypsy girl,,,[],"London, Of","['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74459792,Allen and Sally/Banks of Clyde - L.C.Fol.178A.2(347),L.C.Fol.178A.2(347),Allen and Sally/Banks of Clyde,,,['Church St.'],"Preston, Allen","['United States', 'United Kingdom', 'Ireland']","['Europe', 'North America']"
74459806,Female rambling sailor - L.C.Fol.70(147),L.C.Fol.70(147),Female rambling sailor,ballad,1860-1880,"['Dandy Husband', 'Old Mill Stream']","Stanley, Young, Of","['Turkey', 'Uruguay', 'United Kingdom']","['South America', 'Europe', 'Asia']"
74459847,Proposed Burns Statue in Dundee - L.C.1270(12),L.C.1270(12),Proposed Burns Statue in Dundee,,,['Robert Burns'],"Dundee, Of","['South Africa', 'Turkey']","['Africa', 'Asia']"
74459855,"To the truely noble, James Marquess of Montrose, on his auspicious marriage, with the very vertuous lady, Lady Christian Carnagie, daughter to the Right Honourable, the late Earl of North-Esk - S.302.b.2(89)",S.302.b.2(89),"To the truely noble, James Marquess of Montrose, on his auspicious marriage, with the very vertuous lady, Lady Christian Carnagie, daughter to the Right Honourable, the late Earl of North-Esk",,,['Lady Christian Carnagie'],Montrose,['United States'],['North America']
74459857,"Full, true and particular account of that awful bloody battle for the breeks! that was fought ... in this neighbourhood between a sprightly young couple, etc. - F.3.a.13(30)",F.3.a.13(30),"Full, true and particular account of that awful bloody battle for the breeks! that was fought ... in this neighbourhood between a sprightly young couple, etc.",marriage,1825,"['Torn Clothes', 'John Barley-corn']",Edinburgh,['United Kingdom'],['Europe']
74459953,"Wedding song on the Right Honourable, The Earl of Weems, and Mrs. Jannet Charters now Countess of  Weems - RB.l.106(75)",RB.l.106(75),"Wedding song on the Right Honourable, The Earl of Weems, and Mrs. Jannet Charters now Countess of  Weems",,,"['Great WEEMS', 'Ampsfield Choise', 'Show Light', 'Thy Seed']",,[],[]
74459972,"Congratulatory poem upon the happy nuptials of the Right Honourable Charles Hope of Hopetoun, and the very vertuous Lady Henrietta Johnston daughter to the Right Honourable the Earl of Annandale, which was solemnized on the 31st. of August, 1699 - S.302.b.2(37)",S.302.b.2(37),"Congratulatory poem upon the happy nuptials of the Right Honourable Charles Hope of Hopetoun, and the very vertuous Lady Henrietta Johnston daughter to the Right Honourable the Earl of Annandale, which was solemnized on the 31st. of August, 1699",,,['Whilst Sun'],"Spring, Annandale, Of","['United States', 'Turkey']","['Asia', 'North America']"
74460061,"Epithalamium on the jovial nuptials of Capt. James Donaldson gazeteer and observator with the meritorious lady Mrs. Jean Reid, alias Mrs. Scot - S.302.b.2(83)",S.302.b.2(83),"Epithalamium on the jovial nuptials of Capt. James Donaldson gazeteer and observator with the meritorious lady Mrs. Jean Reid, alias Mrs. Scot",,,"['Shamout Whores', 'Whose Sex']","Man, Of","['Turkey', ""Côte d'Ivoire""]","['Africa', 'Asia']"
74460069,Anderson's new group of the parting scene of Watty and Meg - APS.4.80.11,APS.4.80.11,Anderson's new group of the parting scene of Watty and Meg,ballad,1845-1846,[],,[],[]
74460128,Dialogue: a little comedy of marriage - RB.m.143(059),RB.m.143(059),Dialogue: a little comedy of marriage,marriage,1880-1900,"['Dramatis Personæ', 'Charlotte Amelia Caroline Augusta Clara Georgina']",,[],[]
74460188,"Epithalamium on the auspicious match, betwixt the Right Honourable Lord Alexander Mountgomery, and the truly [sic] vertuous [sic] lady, Anna Gordon, daughter to the Right Honourable, the Earl of Aberdeen - RB.l.262(025)",RB.l.262(025),"Epithalamium on the auspicious match, betwixt the Right Honourable Lord Alexander Mountgomery, and the truly [sic] vertuous [sic] lady, Anna Gordon, daughter to the Right Honourable, the Earl of Aberdeen",,,"['Dusky Shads', 'Good GOD']",Same,"['Tanzania, United Republic of']",['Africa']
74460369,"Matrimony application by advertisement, for a wife - L.C.1268(133)",L.C.1268(133),"Matrimony application by advertisement, for a wife",,,"['Lawranse Scott', 'Lady G.', 'X Y']","Newington, London","['United States', 'United Kingdom']","['Europe', 'North America']"
74460434,Sale of a wife - L.C.1268(092),L.C.1268(092),Sale of a wife,,,['John F'],"Edinburgh, Sale, Newry","['United Kingdom', 'Morocco']","['Europe', 'Africa']"
74460502,Husband's Commandments - RB.m.143(064),RB.m.143(064),Husband's Commandments,marriage,1906-,[],Dundee,['South Africa'],['Africa']
74460503,Husband's secret let out! - L.C.1268(035),L.C.1268(035),Husband's secret let out!,,,[],,[],[]
74460516,"Last speech and confession of Mrs. Mary Baker who was hang'd at Tyburn, on Wednesday the 23d of September 1719 for marrying three and twenty husbands - Ry.III.c.36(48)",Ry.III.c.36(48),"Last speech and confession of Mrs. Mary Baker who was hang'd at Tyburn, on Wednesday the 23d of September 1719 for marrying three and twenty husbands",,,"['David John', 'John Bird', 'Sixty Guineas', 'Forty Pound', 'Thomas Harrison', 'William Davis', 'Daniel Frazier', 'Peter Hob', 'Abraham Johnston', 'Petter Lang']","Man, Young, Oxford, MARy, Salisbury","['United States', 'Turkmenistan', ""Côte d'Ivoire"", 'Uruguay']","['South America', 'Africa', 'Asia', 'North America']"
74460546,"Rake in Fetters, or the Marriage Mouse Trap - Ry.III.c.36(122)",Ry.III.c.36(122),"Rake in Fetters, or the Marriage Mouse Trap",ballad,1720,[],,[],[]
74460562,Wife's Commandments - RB.m.143(065),RB.m.143(065),Wife's Commandments,marriage,1906-,[],Dundee,['South Africa'],['Africa']
74460734,"New intended act of parliament, to be passed into a law, on the first meeting of the reformed members in the House of Commons - F.3.a.13(85)",F.3.a.13(85),"New intended act of parliament, to be passed into a law, on the first meeting of the reformed members in the House of Commons",,,[],,[],[]
74460743,"Full and particular account of that funny and laughable wedding that took place in Crosscauseway, Edinburgh, on ... the 15th March 1825, between a young dashing Highland lad (J.McL.) and a well known old lady of that place (H---- M----) - L.C.Fol.74(273)",L.C.Fol.74(273),"Full and particular account of that funny and laughable wedding that took place in Crosscauseway, Edinburgh, on ... the 15th March 1825, between a young dashing Highland lad (J.McL.) and a well known old lady of that place (H---- M----)",marriage,1815,[],"Mary, March, Highland","['United Kingdom', 'Turkmenistan', 'United States']","['Europe', 'Asia', 'North America']"
74460776,"Grievious complaint of the beaux and the bads, and a the young widows, and lasses and lads, for death's taking Mas: James Crouckshanks awa, who buckl'd the beggers at Mountounha - RB.l.106(94)",RB.l.106(94),"Grievious complaint of the beaux and the bads, and a the young widows, and lasses and lads, for death's taking Mas: James Crouckshanks awa, who buckl'd the beggers at Mountounha",,,"['Law Mair', 'Sick Tales', 'Till Caps', 'Deam Crute', 'Lady Gay']","Gay, Bra, March, Green","['Guinea', 'United Kingdom', 'United States', 'Italy', 'Russian Federation']","['Europe', 'Africa', 'North America']"
74460855,"Particular account of the comical wedding of Mary Ritchie, a young maid of 45, and Peter Murphy, a lusty youth of 73, which took place on Thursday last in a Village near Edinburgh - 6.314(21)",6.314(21),"Particular account of the comical wedding of Mary Ritchie, a young maid of 45, and Peter Murphy, a lusty youth of 73, which took place on Thursday last in a Village near Edinburgh",marriage,1810-1830,"['Peter Murphy', 'Maggy Lauder']","Wedding, Edinburgh, Mary, Duncan","['United Kingdom', 'Germany', 'Turkmenistan', 'United States']","['Europe', 'Asia', 'North America']"
74461204,Contract of Enster - Ry.III.a.10(3),Ry.III.a.10(3),Contract of Enster,ballad,1701,"['Make Boots', 'Enster Easter', 'Peter Pickthank', 'Joannes Moravius Bublicus', 'Dict Thom', 'Peter Pickthank Witless', 'Fiar Fuckdock', 'Symen Sidebags']","Pen, Man, Ferguson","[""Côte d'Ivoire"", 'India', 'United States']","['Africa', 'Asia', 'North America']"
74527366,Bide till you be married yet - Ry.III.a.10(42),Ry.III.a.10(42),Bide till you be married yet,,,['Till Marriage'],"Salt, Man, Lier","[""Côte d'Ivoire"", 'Spain', 'Belgium']","['Europe', 'Africa']"
74536452,"Excellent new ballad, concerning a bridegroom and his bride who were lately married at Borrowstounness - Ry.III.a.10(8)",Ry.III.a.10(8),"Excellent new ballad, concerning a bridegroom and his bride who were lately married at Borrowstounness",,,"['Isabel Davie', 'Jean Shaw', ""Isabel M'nab""]",Man,"[""Côte d'Ivoire""]",['Africa']
74584320,Sorrowful Maiden - Ry.III.a.10(41),Ry.III.a.10(41),Sorrowful Maiden,,,['Yet Young'],Man,"[""Côte d'Ivoire""]",['Africa']
74601388,"Widdows rant, or A wedding song, upon Widdow Jackson in Borthuicks-Closs - Ry.III.a.10(10)",Ry.III.a.10(10),"Widdows rant, or A wedding song, upon Widdow Jackson in Borthuicks-Closs",,,"['Bed Cloathed', 'Nansie Crukshanks']","Man, Of","[""Côte d'Ivoire"", 'Turkey']","['Africa', 'Asia']"
74458961,Last speech and confession of Jannet Riddle - Ry.III.a.10(103),Ry.III.a.10(103),Last speech and confession of Jannet Riddle,last,1702,"['Grivous Crueltie', 'Eternal Misery']","Edinburgh, Born","['Netherlands', 'United Kingdom']",['Europe']
74459342,Mrs. M'Leod's last farewel to John Gibson - Ry.III.a.10(107),Ry.III.a.10(107),Mrs. M'Leod's last farewel to John Gibson,ballad,1727,"['Brother Currie', 'Shammy Gloves', 'Mony Thanks']","Man, Maun","[""Côte d'Ivoire"", 'Botswana']",['Africa']
74459612,"Last speech and dying words of Margaret Millar, coal-bearer at Colden-cleugh who was execute 10 February 1726 at the gibbet of Dalkieth, for murdering her own child - RB.l.106(119)",RB.l.106(119),"Last speech and dying words of Margaret Millar, coal-bearer at Colden-cleugh who was execute 10 February 1726 at the gibbet of Dalkieth, for murdering her own child",,,"['John Millar', 'Which Vice']",Opportunity,['United States'],['North America']
74459615,Last words of James Mackpherson murderer - Ry.III.a.10(29),Ry.III.a.10(29),Last words of James Mackpherson murderer,,,"['Peter Brown', 'Brake Duff']",,[],[]
74459873,"Last speech and confession of Anne Fogget, burnt for the murder of her husband Abraham Fogget - Ry.III.c.36(25)",Ry.III.c.36(25),"Last speech and confession of Anne Fogget, burnt for the murder of her husband Abraham Fogget",,,"['Husbands Brother', 'Abraham Foggets']",March,['United Kingdom'],['Europe']
74459888,"Account of the execution of that horrid villain, John Thomas - L.C.Fol.73(025)",L.C.Fol.73(025),"Account of the execution of that horrid villain, John Thomas",executions,1822,"['JOHN THOMAS', 'John Thomas', 'John Muir']","Whitehaven, York, Of","['United States', 'United Kingdom', 'Turkey']","['Europe', 'Asia', 'North America']"
74459893,"Last speech of Margaret Cunninghame before her excution [sic], who was executed at the West end of the Tolbooth of Edinburgh ... 7th of January 1807, for the horrid crime of poisoning John Mason, her husband, etc. - Ry.III.a.2(002)",Ry.III.a.2(002),"Last speech of Margaret Cunninghame before her excution [sic], who was executed at the West end of the Tolbooth of Edinburgh ... 7th of January 1807, for the horrid crime of poisoning John Mason, her husband, etc.",,,['Margaret Cunninghame'],"Perth, Edinburgh, Mason","['United Kingdom', 'United States']","['Europe', 'North America']"
74459950,Copy of a very affecting and interesting letter written by William Perrie before his execution on Wednesday and which was found in the condemned cell after his execution - APS.3.98.7,APS.3.98.7,Copy of a very affecting and interesting letter written by William Perrie before his execution on Wednesday and which was found in the condemned cell after his execution,last,1837,"['William Perrie', 'Captain Miller', 'Gracia Rex Scotorum']","Glasgow, Police","['United Kingdom', 'Poland']",['Europe']
74460020,Warning to all young lovers - L.C.Fol.73(54),L.C.Fol.73(54),Warning to all young lovers,,,"['Mr. Kewley', 'Ayre Sheading', 'Cathrine Kinrade']","Douglas, Man","[""Côte d'Ivoire"", 'United States']","['Africa', 'North America']"
74460193,"Particular account of the execution and last dying declaration and behaviour of Robert Scott, who was executed, on ... the 29th October, 1823, for the ... murder of two men - F.3.a.13(109)",F.3.a.13(109),"Particular account of the execution and last dying declaration and behaviour of Robert Scott, who was executed, on ... the 29th October, 1823, for the ... murder of two men",executions,1823,"['James Aitcheson', 'William Johnston']",Edinburgh,['United Kingdom'],['Europe']
74460208,"Execution of James Anderson and David Glen, who suffered at Ayr, on ... the 12th of December, 1823, for the murder of Mr. John McClure - L.C.Fol.73(68)",L.C.Fol.73(68),"Execution of James Anderson and David Glen, who suffered at Ayr, on ... the 12th of December, 1823, for the murder of Mr. John McClure",,,"['David Glen', 'Ochiltree Sacrament']","Edinburgh, Ayr, Anderson","['United Kingdom', 'United States']","['Europe', 'North America']"
74460217,"Account of the behaviour since his condemnation and on the scaffold of John M'Creevie, who was executed at Glasgow on Wednesday the 2d of June, 1824, for house-breaking and theft at Springvale, with a solemn warning to his companions, and those who, like  - L.C.Fol.73(71)",L.C.Fol.73(71),"Account of the behaviour since his condemnation and on the scaffold of John M'Creevie, who was executed at Glasgow on Wednesday the 2d of June, 1824, for house-breaking and theft at Springvale, with a solemn warning to his companions, and those who, like ",,,[],Glasgow,['United Kingdom'],['Europe']
74460231,"Full and true account of the last speech and dying declaration of William Burke, who was executed at Edinburgh this morning - F.3.a.14(48)",F.3.a.14(48),"Full and true account of the last speech and dying declaration of William Burke, who was executed at Edinburgh this morning",executions,1829,"['Libberton Wynd', 'Daft Jamie', 'William Hare', 'William Burke Guilty', 'Old Abigail Simpson']","Mitchell, Edinburgh, Burke","['United States', 'United Kingdom']","['Europe', 'North America']"
74460232,"Account of the execution and behaviour on the scaffold and since his sentence, of Willm. Divan, who suffered at Glasgow on Wednesday the 21st of July, 1824, for the murder of his own wife, Mary Jamieson, in Paisley Loan, Gorbals, on the 6th day of April l - L.C.Fol.73(75)",L.C.Fol.73(75),"Account of the execution and behaviour on the scaffold and since his sentence, of Willm. Divan, who suffered at Glasgow on Wednesday the 21st of July, 1824, for the murder of his own wife, Mary Jamieson, in Paisley Loan, Gorbals, on the 6th day of April l",,,[],"Glasgow, Rome, Edinburgh","['United Kingdom', 'Ireland', 'United States']","['Europe', 'North America']"
74460233,"Full and particular account of the execution of William Thomson ... who was executed ... 1st March 1827, at Dalkeith, for highway robbery - F.3.a.14(41)",F.3.a.14(41),"Full and particular account of the execution of William Thomson ... who was executed ... 1st March 1827, at Dalkeith, for highway robbery",executions,1827,"['James Thomson', 'George Dickson']","March, George","['United Kingdom', 'South Africa']","['Europe', 'Africa']"
74460277,"Last speech, confession, and dying declaration of James M'Kaen - 6.365(92)",6.365(92),"Last speech, confession, and dying declaration of James M'Kaen",,,"['Mr. John Cowan', 'J. GALBRAITH']","Paisley, Born, Man, Glasgow, Musselburgh","['United Kingdom', 'Netherlands', ""Côte d'Ivoire"", 'United States']","['Europe', 'North America', 'Africa']"
74460324,"Copy of a very interesting address to the prisoners in Jedburgh, Greenlaw and Berwick jails - F.3.a.14(3)",F.3.a.14(3),"Copy of a very interesting address to the prisoners in Jedburgh, Greenlaw and Berwick jails",,,['Jesus Christ'],,[],[]
74460332,Lament of Peter M'Lean now lying under sentence of death - L.C.fol.178A.2(205),L.C.fol.178A.2(205),Lament of Peter M'Lean now lying under sentence of death,,,[],Bathgate,['United Kingdom'],['Europe']
74460342,"Last speech and dying words of Janet Hutchie, who was execute in the Grass-market of Edinburgh, upon the 30th of August 1721, for the murder of her own child - Ry.III.c.36(76)",Ry.III.c.36(76),"Last speech and dying words of Janet Hutchie, who was execute in the Grass-market of Edinburgh, upon the 30th of August 1721, for the murder of her own child",,,"['Janet Hutchie', 'Horrid Crime', 'Peter Vdlldnce', 'Stories Janet Ritchie', 'Isobel Vint']","Preston, Edinburgh, Man, Born","[""Côte d'Ivoire"", 'United Kingdom', 'Netherlands']","['Europe', 'Africa']"
74460344,Last Words and Dying Declaration of Jock Heigh the Hangman - L.C.Fol.74(173),L.C.Fol.74(173),Last Words and Dying Declaration of Jock Heigh the Hangman,executions,1835,"['James Bell', 'Mardon Laws Milne', 'Daniel Haunan', 'Jean Forbes', 'David Adams', 'Lady Gordon', 'Andrew Fl.ckhart']","George, Alloa, Edinburgh, Johnston","['United Kingdom', 'United States', 'South Africa']","['Africa', 'Europe', 'North America']"
74460451,"Last speech and dying words of Serjeant Ainslie, who was execute in the Castle of Edinburgh - Ry.III.c.36(30)",Ry.III.c.36(30),"Last speech and dying words of Serjeant Ainslie, who was execute in the Castle of Edinburgh",,,"['Begotten Son', 'Brother Adam', 'Mr. John Matheson']","Edinburgh, Humble","['United Kingdom', 'United States']","['Europe', 'North America']"
74460452,"Speech and dying words of John Dalgleish, lock man alias hang-man of Edinburgh - RB.l.262(057)",RB.l.262(057),"Speech and dying words of John Dalgleish, lock man alias hang-man of Edinburgh",,,"['Eight Years', 'Folks Neeks', 'Whan Spouse', 'Leads Let']",Edinburgh,['United Kingdom'],['Europe']
74460480,"Condemned or, The last moments of William Perrie - L.C.Fol.73(117)",L.C.Fol.73(117),"Condemned or, The last moments of William Perrie",,,[],Paisley,['United Kingdom'],['Europe']
74460493,"Genuine last speeches and dying words of Thomas Smith and George Stephenson who were executed at the West End of the Tolbooth of Edinburgh, on Wednesday the 21st of January, 1807, for the crime of horse stealing - APS.4.96.2",APS.4.96.2,"Genuine last speeches and dying words of Thomas Smith and George Stephenson who were executed at the West End of the Tolbooth of Edinburgh, on Wednesday the 21st of January, 1807, for the crime of horse stealing",last,1807,"['Thomas Smith', 'Dear Wife', 'George Stephenson']","Edinburgh, West, End, London","['United Kingdom', 'Canada']","['Europe', 'North America']"
