id,key,selfmark,text,title,year
15337,accidents,L.C.Fol.74(083),"This report begins: 'Full, True, and Particular Account of the melancholy Shipwreck of the London Smack, Czar, near North Berwick, on Friday night last, when the Master, five of the crew, and thirteen Passengers were drowned.' The report has been taken from the Edinburgh Courant newspaper and published by John Campbell, Edinburgh. The 'Czar' went down in 1831.
Below the story of the 'Czar' are a few more tales of death and destruction, always popular with the readers! The sheet must have been published in the winter as the stories relate to cold-weather problems. Firstly , there is a story about a coal-hewer who died after getting lost in snow. In Fife, it is reported that 11 people died in the snow. Finally, a report of another shipwreck, this time at Leith. All perished.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Dreadful Shipwreck of a London Smack',1831-
15317,accidents,L.C.Fol.74(055),"This report begins: 'A Full and Particular ACCOUNT of a most Calamtious [sic] FIRE which happened in a large Tenement in the Cowgate, Edinburgh, this morning, Monday, 10th September, 1821, about half an hour before One o'Clock, by which three Lives were Lost, and several severely Wounded and Bruised.'
As with the newspapers of today, broadsides were extremely timely. Competition between publishers was so fierce that each tried to bring people news almost as it was happening. This broadside appeared only a few hours after a fire raged through two tenements and a number of shops in Edinburgh's Cowgate. Given the time of the fire, around one o'clock in the morning, and the overcrowded nature of tenements at this time, it is quite remarkable that only three people died in the blaze.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information  such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Dreadful Fire!',1821
15340,accidents,L.C.Fol.74(085),"This report begins: 'Full and correct account of that dreadful and awful Fire which happened at the house of Lord Walsingham, in Cavendish Square, London, on the morning of Wednesday last, when his Lordship's body was burned to ashes, and Lady Walsingham, to save her life, had jumped over [i.e. out of] a window, and her mangled body was found in the back yard, and she died in a few hours.' The publisher of the broadside is not noted, but its source is given as the 'Caledonian Mercury'. The sheet was priced at one penny.
The broadside refers to a fire at 55 Upper Harley Street, London, that claimed the life of Lord Walsingham at the age of 55. Contemporary sources, including this report taken from the 'Caledonian Mercury', report that George de Grey, the third Lord Walsingham (1776-1831), and his wife Matilda Methuen both died as a consequence of the fire in the early hours of 27 April 1831. An inquest which took place later that day concluded that the deaths of the deceased had been 'caused accidentally and by misfortune'. It was subsequently revealed that Lord Walsingham had been in poor health and on medication, and may not have been in a fit state to save himself when the fire broke out in his bedroom. 
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Dreadful Fire in London',1831
15472,accidents,Ry.III.a.2(60),"This news report begins: 'A Full and Particular Account of that Dreadful Explosion of Gunpowder, at Stobbs Mills, on Thursday last the 17th February, 1825, at a few minutes past Eight in the morning, by which two Men and a Horse lost their lives, and several others were severely injured.' The sheet was priced at one penny and was published by Robert McMillan. The place of publication is not noted.
The gunpowder works at Stobsmills were founded in the late eighteenth century, around the same time that the village of Gorebridge began to grow up around the new bridge over the Gore Water in Midlothian. Despite the severity of the damage caused in this explosion in 1825, production continued at the the gunpowder works until 1875. Today Gorebridge exists primarily as a residential area for Edinburgh commuters.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried  public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Dreadful Explosion',1825
15453,accidents,L.C.Fol.74(355),"This public notice begins: 'One Hundred and Twenty-two Lives Lost! / A full and particular Account of the loss of the Ship Governor Fenner, with Emigrants for America, which took place off Holyhead, on Saturday Morning last, when 122 Men, Women and Children lost their lives.' This story was sourced from the 'Edinburgh Observer' of Tuesday 23rd February, 1841. A sketchy woodcut of a boat has been included.
Newspapers although extant at the time, enjoyed only a limited readership, mainly due to their cost. Their content, however, was often of a more diverse and international nature than broadside reporters could source. As a result articles were often copied from the newspapers onto single sheets to be sold as broadsides. This kept publishers' costs down but increased their revenue exponentially. This was possible at the time as copyright laws were only in their infancy, although situations such as this probably contributed to tightening them up.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Dreadful Collision!!',1841
15383,accidents,L.C.Fol.74(139),"This broadside report begins: 'A Full, True and Particular account of that Dreadful Accident which occurred in this city on Saturday afternoon, by the falling in of a house in Picardy Place, when crowded with company of the first respectability attending the sale of the Lord Eldon's Pictures, -- Giving the full particulars of that melancholy catastrophe, with the names of the unfortunate sufferers.' Although no publication details are included, the reference to the late Lord Eldon suggests the sheet was published in, or around, 1838.
Picardy Place, which is in the centre of Edinburgh, is the location where this tragic accident took place. Although the attention-grabbing headline suggests that this was a major disaster, there was only one fatality, a banker called Alexander Smith. However, the sheet also contains an extensive list of those who were injured, including many members of genteel Edinburgh society. As an 'Old Tory' MP and Lord Chancellor, John Scott, Lord Eldon (1751-1838) was an important figure in Georgian public life, and was famous for drafting the Regency bill of 1788 and for opposing political reform. The National Library of Scotland's collection contains another broadside that also describes this tragic accident.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.","Broadside entitled 'Dreadful Accident, and Loss of Life'",1838-
15473,accidents,Ry.III.a.2(61),"This news report begins: A Full and Authentic Account of the Dreadful and Fatal ACCIDENT that happened the COMET Steam-Boat, on her passage from Inverness and Fort-William to Glasgow, yesterday morning, Friday the 21st October, 1825, when, off Kempock Point, she was suddenly Struck by the Steam Boat Aya, and instantly went down, by which melancholy circumstance, SEVENTY Human Beings were in a single moment precipitated into Eternity!!!' The publisher was William Robertson, the 'Flying Stationer', of Edinburgh.
The 'Comet', designed by Henry Bell (1767-1830) from Helensburgh and built in 1811, was the world's first successfully operational passenger steamship. An earlier Scottish steam vessel, the Charlotte Dundas, had been withdrawn because it had caused too much damage to the Forth and Clyde canal. Initially the 'Comet' operated only in the Firth of Clyde, but after being lengthened it was switched to the route between Inverness and Glasgow. The original 'Comet' was wrecked on rocks off Oban in 1820, and it was the replacement vessel that sank with many losses of life in 1825, as described in this broadside.
The 'flying stationer' referred to in the imprint was another name for a seller or hawker of broadsides and chapbooks. 'Walking stationer' and 'Running stationer' were other terms used.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried  public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Dreadful Accident!',1825
14594,accidents,F.3.a.13(42),"This report begins: 'Account of the dreadful accident which took place on Saturday at Picardy Place Edinburgh, at the sale of Lord Eldin's splendid collection of pictures, when the floor of the Auction Room gave way, and 150 Persons were buried in the ruins.'
Despite the dramatic headline and sensationalist tone of this broadside, fortunately, only one life was lost during the collapse of the auction room building. In fact, much of the broadside is dedicated to the memory of the one man who was killed, and it often reads like an obituary column from a newspaper. Its text-heavy nature suggests that it may have been aimed at the upper classes, a point supported by the list of honourable ladies and gentlemen who were injured.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Dreadful Accident at Edinburgh',1830
15363,accidents,L.C.Fol.74(091),"This broadside begins: 'A Full and Particular Account of that FATAL ACCIDENT at Tarbet on Loch Lomond, on Friday last, 29th August, 1828, by the upsetting of a Boat, by which Eleven Lives were Lost!!!' The broadside was priced at one penny. Its publishers and place of publication are not noted.
The Scot James Watt (1736-1819) revolutionised the steam engine by inventing the separate condenser in 1769, which made steam-powered ships viable. Steam ships were developed in America and Europe throughout the 1780s and 1790s, but the world's first successful passenger steamer was the 'Comet', built and launched in 1812 by another Scot, Henry Bell (1767-1830). Early steamers were quite prone to accidents, as the report shown suggests. The 'Lady of the Lake', which sank off Tarbet, was launched in 1815 and was probably the first Clyde steamer to be named after one of Sir Walter Scott's works. Several other steamers would subsequently take their names from Scott.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.","Broadside concerning the capsizing of a boat, in Loch Lomond",1828
15603,elegies,Ry.III.c.36(036),"This memorial notice begins: 'Elegy / N / The much to be Lamented Death, / OF / LOYAL MARGARET / Who Departed this Life June the 6th 1717.' The elegy begins: 'Ye Loyalists your weeds put on, / Of Sable black, sure Marks of moan'.
Very little contextual information has been included on this sheet, which reinforces the fact the these sheets were the ephemeral notices and information of their day. The publisher here assumes prior public knowledge of the person and the situation. It is difficult now to tell who 'loyal Margaret' was, as she would have lived through one of the greatest periods of civil and political unrest. She may even have simply been a literary motif.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information often for entertainment, such as memorials and eulogies. Cheaply available, they were sold on the streets by pedlars and chapmen. Although many of the people are now lost to researchers, their stories offer a valuable insight into many aspects of the society they were published in.",Broadside entitled 'Elegy',1717
15578,elegies,Ry.III.c.36(007),"This memorial notice begins: 'An Elegy On the Death of that Illustrious Monarch William the Third, Late King of Scotland, England, France, and Ireland, who departed this Life at His Palace at Kensington, on Sunday the 8th Day of March, 1702 in the 52 Year of His Age, 4 Months and 5 Days; And the 14th Year of His Reign.' The elegy begins: 'Alas! 'tis so ; No virtue can withstand / The pale-fac'd Conquerors all-subjecting hand'. The elegy was written by the Reverend Dr Burnet.
An epitaph has also been included at the bottom of this sheet. It begins: 'HERE underneath this tomb doth WILLIAM lie, / The Bravest Monarch that on earth cou'd Dye'. This particular broadside was published in 1702 by the Edinburgh-based 'Heirs and Successors of Andrew Anderson, Printer to the Queen's Most Excellent Majesty'.
King William III (r. 1689-1702), also known as William of Orange, was joint sovereign of Great Britain along with his wife Queen Mary II, daughter of King James II. Following the overthrow of James II during the Glorious Revolution (1688), when opponents of the King's pro-Catholic and absolutist policies forced him to flee to France, William and Mary, both Protestants, were established on the throne. William is perhaps best remembered for defeating James II at the Battle of the Boyne in 1690.",Broadside entitled 'An Elegy',1702
15591,elegies,Ry.III.c.36(027),"This memorial notice begins: 'The moeh to be Lamented Death of Commissioner Kello, who departed this Life the 2d. Of October 1716.' The elegy begins: 'Abimlech a Champion Bold and Stout, / Had by a Woman all his Brains Dash'd out'.
Further information on Commissioner Kello is, unfortunately, not easily traceable. The fact that his name and date of death is recorded suggests that he may have been well known at the time, although these sheets also functioned as a means of entertainment. Three analogies are drawn in the text with Abimlech, Cicero and Holofernes. It is implied that these four men shared a fate in common - dying at the hand of disreputable women.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information often for entertainment, such as memorials and eulogies. Cheaply available, they were sold on the streets by pedlars and chapmen. Although many of the people are now lost to researchers, their stories offer a valuable insight into many aspects of the society they were published in.",Broadside entitled 'An Elegy',1716
15590,elegies,Ry.III.c.36(026),"This memorial notice begins: 'Upon Exceeding much to be Lamented Death of the Illustrious Princess ANNE Dutches of HAMILTON, Who Departed this Life the 16th of October 1716, in the 96th. Year of her Age'. This Elegy begins: 'This Noble Princess of Immortal Fame, / An Ornament unto the Christian Name'.
Anne Douglas-Hamilton, 1st Duchess of Hamilton, was born in 1632, to the 1st Duke of Hamilton and his wife. She was the only child to survive her father and eventually became duchess in her own right when her uncle, the 2nd Duke of Hamilton, died heir-less. A formidable and energetic woman, Anne engineered the successful petition for her husband, William Douglas, to be given the Hamilton title. She was responsible for building Hamilton Palace, although she was evicted from this home by Oliver Cromwell. Anne died in 1716, just months after visiting her second favourite residence at Strathaven, Lanarkshire.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information often for entertainment, such as memorials and eulogies. Cheaply available, they were sold on the streets by pedlars and chapmen. Although many of the people are now lost to researchers, their stories offer a valuable insight into many aspects of the society they were published in.",Broadside entitled 'An Elegy',1716
15580,elegies,Ry.III.c.36(010),"This memorial notice begins: 'An Elegy On the much to be Lamented Death, of the Reverend, Mr Joseph Foord. Minister of the Gospel at Edinburgh, who Departed this Life July the 15th, 1719. In the 26th, Year of his Age.' The elegy begins: 'O Death, why Tyrranisest thou in they Might? / Why so sever, to strick so choice a Weight?'
Whilst numerous elegies were published lamenting the deaths of such high-profile figures as kings and queens, politicians and national heroes, this broadside indicates that elegies for lesser-known local figures also proved popular amongst the public. As a minister in Edinburgh, Joseph Foord would have known a relatively large number of people who, upon his tragic death, would have been only too willing to part with a penny and purchase this elegy.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried  public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'An Elegy',1719-1721
15579,elegies,Ry.III.c.36(009),"This memorial notice begins: 'Elegy on The Deplorable Death of the Right Honourable John, Lord Belhaven, who was lost at sea, on the 10th of Nov. 1721.' The elegy begins: 'Let Scotia's Sons in fable Weeds appear, / Sigh every Soul, and drop a fun'ral Tear'. A note informs the reader that this elegy was written by a Mr Pennecuik, most likely Alexander Pennecuik. The additional text at the bottom of the sheet begins: 'Old Sathan, England's Friend, Our Foe, / Contriv'd BELHAVEN's Overthrow'.
The Scottish statesman John, Lord Belhaven is perhaps best remembered for a rousing speech he made to the Scottish parliament in 1706, denouncing the prospect of a union with the English parliament. Despite his protests, and those of many others, the Act of Union was passed the following year. Belhaven is also known to have had interests in the Company of Scotland Trading to Africa and the Indies, founded in 1695. They were responsible for the disastrous Darien Scheme (1698-9), which heightened tensions with England and left Scotland financially crippled.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried  public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Elegy',1721
14571,elegies,F.3.a.13(13a),"This memorial notice begins: 'ELEGY ON Sandy M'kay, LATE THE SCOTCH CHAMPION!' Verse 1: 'Has auld King Geordie slipp'd awa', / Or Wellington, or Peel, or wha, / Sae mony tears are seen ta fa', / Frae ilk ane's head? / A better man than any twa - / Scotch Sandy's dead.' A note at the foot of this sheet states it was 'Printed for the Stationers' in Edinburgh.
This ballad is a song of mourning that pays tribute to a Scotsman called Sandy McKay (or M'Kay).  He was a Scottish heavyweight boxer called Alexander 'Sandy' McKay who, tragically, died in the ring while fighting the champion, Simon Byrne, at Salcey Green, Northamptonshire, in June 1830. This was the second meeting between M'Kay and Byrne - the former had lost the first bout. Byrne was tried and acquitted for the Scot's death. Byrne from Dublin was also to die 'in the ring' after a fight with James 'Deaf' Burke in June 1833.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside entitled 'Elegy',1830
14495,elegies,Ry.III.a.10(039),"This memorial notice begins: 'An ELEGY on WILLY BALD'. The elegy itself begins: 'AND has auld Death that bloody knave / E'en brought Poor Willy to his grave? / Tho' we pray'd ay his life to save / With Book and Beed. / Alas we'll never hear him Rave / Since now he's dead.' A commemorative note below the title states that Willy Bald was a 'Porter in Traquaire'.
Written in a mock-epic style that suggests it was published during the eighteenth century, this ballad is a song of mourning for a porter called Willy Bald, who lived in Traquair, Peeblesshire. The historical town of Traquair is famous for its breweries and the ballad certainly highlights the fact that Willy was fond of his drink. Indeed, the author plays on the humorous concept that Willy will suffer a terrible drought if he ends up in Hell - hence the prayer at the end. Although Willy was not of the highest social class, the ballad celebrates his self-taught erudition and free-thinking philosophy, thereby suggesting he is a man of the Scottish Enlightenment.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside entitled 'Elegy',1710
15631,elegies,Ry.III.c.36(068),"This memorial notice begins: 'An Elegy, on the never enough to be lamented Death of that Vertuous and Worthy Gentleman Capt: Geo: Drummond. Who dyed at Edinburgh, September 26, 1720.' The elegy begins: 'HOW frail, how vain, Momentainous Man? / His Life a Vapour, longest Years a Span.'
Unfortunately, it is difficult to say whether Captain George Drummond was in any way related to the celebrated George Drummond (1687-1766), who was appointed Edinburgh's Lord Provost in 1725. Both men appear to have had a great concern for and genuine interest in the less fortunate members of society. Whilst this elegy talks of Captain Drummond's charity and clemency, Provost Drummond is best remembered for initiating a groundbreaking programme of public works and for establishing the Royal Infirmary.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Elegy',1720
15649,elegies,Ry.III.c.36(100),"This memorial notice begins: 'AN ELEGY to the lasting Memory, and upon the much to be lamented Death of the pious, and well accomplished Gentleman, and much honoured, William Nisbet of Dirletoun. / Obiit, 20. October 1724, Ætatis 60.' The elegy begins: 'There is no Truth more evident to Sense'.
The Nisbets acquired the Dirleton lairdship in 1663, although the family very rarely lived there, preferring instead their newly-built residence at Archerfield, Pencaitland. William was renowned as a Jacobite patriot during this period of civil strife and enjoyed the warm regard of most of Edinburgh's society notables and literati. Another elegy was written for him by Alexander Pennecuik (1652-1722), the burgess bard of Edinburgh, and Nisbet had further volumes of poetry dedicated to his memory.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information often for entertainment, such as memorials and eulogies. Cheaply available, they were sold on the streets by pedlars and chapmen. Although many of the people are now lost to researchers, their stories offer a valuable insight into many aspects of the society they were published in.",Broadside entitled 'An Elegy',1724
15647,elegies,Ry.III.c.36(098),"This broadside begins: 'An Elegy upon the much to be lamented Death of the Reverend Mr. John Wilson, Minister of the Gospel at North Lieth, who departed this Life the 1st. of September, 1724.' The elegy begins: 'Still we do find, Black Cloth wears out the first, / And Fruits that are the choicest keep the worst'. The elegy was composed by William Gibson. The epitaph at the bottom of the sheet begins: 'Here Meekness lies interr'd with Wisdom's Light, / Zeal with Charity, a Pastor shining bright'.
Whilst a number of broadsides include a small woodcut illustration at the top of the sheet, adding to the visual appeal, this elegy contains an unusually high degree of illustrative detail. The top of the sheet shows a skull and crossbones along with the Latin phrase 'memento mori' (remember you must die), and the text is bordered on both sides by the image of the crossbones, a skeleton, and two crossed spades. Wilson must have been a prominent figure to warrant this rather ornate form of remembrance.
Broadsides are often crudely illustrated with woodcuts - the earliest form of printed illustration, first used in the mid-fifteenth century. Inclusion of an illustration on a broadside increased its perceived value, especially among the illiterate. To keep costs down, publishers would normally reuse their limited stock of generic woodcuts.",Broadside entitled 'An Elegy',1724
15231,elegies,Ry.III.a.6(031),"This memorial notice begins: 'ELEGY / ON / WILLIAM BURKE, / Who was Executed at Edinburgh, Jan. 28, 1829. / Now Willie Burke he's een awa' / And ta'en his last adieu'. The poem was written by 'A Countryman' and would have cost a penny to buy. It carries a woodcut profile of Burke at the top of the sheet.
There are many elegies contained in the National Library of Scotland's collection, which cover a vast range of characters. This man, however, was infamous at the time of his death due to the outrage caused by his murders, which were solely for profit. Some of these other broadsides describe his last morning and death throes on the gallows in great detail. Alongside this broadside is a newspaper cutting from a Sheffield paper concerning the Burke and Hare case and a advertisement for a publication on the case.
Burke and Hare were Irish bodysnatchers and murderers, who worked around Edinburgh's Canongate area - eventually becoming local legends. They hit upon the idea of murdering vulnerable or solitary people (in an attempt not to get caught) so that they could sell the bodies for dissection. Hare turned King's Evidence and so was acquitted, but this secured the conviction of Burke, who was hanged on the 28th January 1829.",Broadside entitled 'Elegy',1829
15657,elegies,Ry.III.c.36(111),"This memorial notice begins: 'On the much to be lamented Death of James Whetty Taylor and Free-Man in the Pattaraw who departed this Life Apprile the 5th, 1725 about the 69. of his Age. With a Caution to his Successors.' The elegy begins: 'AND has Old Death that Bloody Knave'.
Many of the people featured on broadsides were once local celebrities, but are now largely untraceable. Often the only available personal information is contained within the broadside. Here, however, much is revealed about Whetty's lifestyle and social status.
Whetty was a tailor, mainly involved in the production of parliamentary gowns. He was also a goat-herd and a 'penny-weddings' organiser. Further to this, his successors are warned that they will have a hard job filling Whetty's shoes.",Broadside entitled 'Elegy',1720
15656,elegies,Ry.III.c.36(110),"This memorial notice begins: 'AN / ELEGY / On the much to be Lamented Death, / OF / Francis Masterton Apothecary.' The elegy begins: 'COME thou thy mournful Muse to his great Name.'
There are other elegies upon the death of surgeons contained in the National Library of Scotland's collection. It is curious to note, however, that the title on this sheet is identical to most of the other sheets praising surgeons. This illustrates the speed and financial ethic which drove this industry. It would seem that the printer kept a plate made up and simply changed the name and verse for each new commission.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information often for entertainment, such as memorials and eulogies. Cheaply available, they were sold on the streets by pedlars and chapmen. Although many of the people are now lost to researchers, their stories offer a valuable insight into many aspects of the society they were published in.",Broadside entitled 'An Elegy',1721-
15655,elegies,Ry.III.c.36(109),"This memorial notice begins: 'AN / ELEGY / On the much to be Lamented Death, / OF / Mr. John Merry Surgeon Apothecary.' The elegy begins: 'Is MERRY Dead, his Active Spirit flown?'
There are many elegies contained in the National Library of Scotland's collection, although most of them seem to be written about people who are now virtually untraceable. The local surgeon would have been a well-known member of the community, given his status and the fact that he mixed with all classes. As a result, a broadside not only featuring him but praising him may have been a more appealing purchase.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information often for entertainment, such as memorials and eulogies. Cheaply available, they were sold on the streets by pedlars and chapmen. Although many of the people are now lost to researchers, their stories offer a valuable insight into many aspects of the society they were published in.",Broadside entitled 'An Elegy',1720-
15654,elegies,Ry.III.c.36(108),"This memorial notice begins: 'AN / ELEGIE / Upon the much to be lamented Death of Colonel SARA, who departed this Life, at Leith, the 28th of August 1718.' The elegy begins: 'What mournful Sound is this doth reach mine Ears'.
It is now difficult to trace many of the people featured in broadside elegies - often the only personal information available on them is contained in the broadside. Here it would appear that Colonel Sara was infamous for her political opinions and her charitable work. It is more than likely, given the function of broadsides, that Colonel Sara would have enjoyed local celebrity status. Because of it's topicality and local interest it may have sold well.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information often for entertainment, such as memorials and eulogies. Cheaply available, they were sold on the streets by pedlars and chapmen. Although many of the people are now lost to researchers, their stories offer a valuable insight into many aspects of the society they were published in.",Broadside entitled 'An Elegie',1718
15256,elegies,L.C.Fol.76(088),"This memorial notice begins: 'An ELEGIE On the never enough Lamented Death, of the Right Honourable JOHN MURRAY LORD BOWHILL, One of the Senators of the Colledge of Justice; who departed this Life upon the 26th March 1714.' The poem begins: 'O! Thou my Muse, that's now Bedew'd with Tears, / Sob thou Dire Sighs, Pierce Adamantine Ears'.
John Murray, Lord Bowhill, is described as a 'senator of the College of Justice', which is the full title of a judge in Scots law. The College of Justice was founded in Edinburgh in 1532 and was one of the Scottish institutions to retain its independence after the Treaty of Union in 1707. Murray's elegist clearly held him in very high esteem and crafted his poem very carefully. Its words praise Murray extravagantly, and the final ten lines are designed as an acrostic verse, where the initial letters of each line spell the subject's name when read from top to bottom.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information  such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Elegie',1714
15630,elegies,Ry.III.c.36(067),"This memorial notice begins: 'An Elegie on the Never Enough to be Lamented Death of the Reverend Mr William Delape Preacher of the Gospel, WHO Departed this Life October 30, 1720. Aged 28 Years.' The elegy begins: 'O Great, eternal, high and mighty One, / Who doth command all Flesh before thy Throne'. Although no publication date has been included on this broadside, it was most likely issued the same year as Delape's death.
As with many of the elegies in the National Library of Scotland's broadside collection, the individual whose passing is being mourned here has, with the passing of years, disappeared into obscurity. At the time this broadside was written, William Delape was obviously a well-known figure around Edinburgh. Many people would have bought this elegy having known the man personally, or at least known of him. To a twenty-first century audience, however, his memory is no longer still alive.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'An Elegie',1720
15581,elegies,Ry.III.c.36(012),"This broadside begins: 'ELEGIE / On the never enough to be Lamented Cruel Death, of the most Hopeful and Gallant Young Gentleman, Mr. William Rue, of Chesters, who was Barbarously Murdered by George Ballantine Younger of Craigmore, Musgrave Mackgie, Brother to the Laird of Balmagie, and William Hamilton, Eldest Son to Bailie Hamilton in Abbay of Holy-Rood-House. In Febr 1710. With Brief Description of his Penitentials.' The elegy begins: 'O Fatal Death! Thou many Methods take, / Poor Man to Kill, and Mortal Hearts still breaks'.
Also included on this sheet is a short verse detailing the 'Huy and Cry after the Murderers of William Rue'. It begins: 'There is George Ballantine, the Young Laird of Craigmuir / Chief Murderer, who thinks himself secure'. Unfortunately there is no information included regarding the author or publisher.
This elegy follows a familiar pattern found in many broadsides of the day. It details the tragic murder of a god-fearing and morally-upstanding young man. His piety is considered exemplary and is intended to serve as a lesson to the readership. It is possible that this broadside was one of a sequence detailing the incidents surrounding the death of Rue. It appears, from the final verse, that whilst the identities of the murderers were known, they had yet to be apprehended.",Broadside entitled 'Elegie',1710
15574,elegies,Ry.III.c.36(001),"This memorial notice begins: ON the Death of his Grace JOHN DUKE of ROTHES, LORD High CHANCELLOUR of SCOTLAND, &c. ELEGIE.' The elegy which follows begins: 'ISRAEL for Moses fourty days did Mourn, / Our Joy to Grief, twice fourty days may turn; / Scotlands Conductor, ROTHES, Wise and Brave, / Ah! Now Himself Conducted is to Grave'. The publication date of this broadside is not given, but it is likely to have been published some time in 1681, as the subject died on 27th July 1681.
John Leslie (c.1630-81), 7th Earl of Rothes, remained faithful to the House of Stuart during the civil war of the seventeenth century, and after the restoration of Charles II he was richly rewarded for his loyalty. In 1660 he was appointed President of the Privy Council of Scotland and in 1661 Lord High Chancellor of Scotland for Life. In 1680 he was created 1st Duke of Rothes. On his death the Duke was awarded a state funeral. His loyalty and accomplishments are lavishly praised in the elegy on this broadside.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried  public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Elegie',1681
